delivery_id,order_id,delivery_city,delivery_region,delivery_status,shipping_company,shipped_date,delivered_date
3735,3735,Casablanca,Casablanca-Settat,failed,Tanger Delivery,2025-09-02,2025-02-03
3736,3736,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2025-08-28,2025-09-04
3737,3737,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-01-18,2026-01-19
3738,3738,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,AtlasShip,2025-10-19,2025-10-21
3739,3739,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-01-03,2026-01-09
3740,3740,Casablanca,Casablanca-Settat,delivered,Tanger Delivery,2025-08-25,2025-08-30
3741,3741,,TTA,delivered,Amana Express,2025-09-09,2025-09-10
3742,3742,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-03-11,2026-03-14
3743,3743,Fès,Fès-Meknès,failed,Barid Logistics,2025-10-22,2025-10-30
3744,3744,Casablanca,,delivered,Tanger Delivery,2025-03-17,2025-03-24
3745,3745,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-23,2025-09-25
3746,3746,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2026-02-13,2026-02-15
3747,3747,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-02-16,2025-02-24
3748,3748,RABAT,Rabat Sale Kenitra,delivered,Amana Express,2025-01-15,2025-01-21
3749,3749,CAS,Casablanca-Settat,delivered,Barid Logistics,2025-12-04,2025-04-13
3750,3750,,Casablanca-Settat,failed,Tanger Delivery,2025-03-04,2025-03-06
3751,3751,casa,Casablanca-Settat,delivered,Jibli,2025-09-29,2025-09-25
3752,3752,Tétouan,Tanger-Tétouan-Al Hoceïma,delayed,Tanger Delivery,2026-05-13,2026-05-20
3753,3753,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-11-23,2025-12-01
3754,3754,Agadir,Souss-Massa,delivered,Jibli,2025-05-23,2025-05-24
3755,3755,Tanger,Tanger Tetouan,delivered,Barid Logistics,2026-02-26,2026-02-28
3756,3756,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-12-30,2026-01-01
3757,3757,Fès,Fès-Meknès,in_transit,Tanger Delivery,2026-03-03,2026-04-03
3758,3758,rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-01-15,2025-01-21
3759,3759,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-04-09,2025-04-13
3760,3760,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2025-11-05,2025-05-14
3761,3761,AL HOCEIMA,Tanger Tetouan,delivered,AtlasShip,2025-01-27,2025-01-30
3762,3762,CAS,,delivered,Tanger Delivery,2026-07-02,2026-02-09
3763,3763,Rabat,Rabat-Salé-Kénitra,failed,Barid Logistics,2025-12-28,2025-12-31
3764,3764,,Oriental,delivered,Tanger Delivery,2025-09-27,2025-09-24
3765,3765,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-09-02,2025-09-04
3766,3766,Oujda,Oriental,KO,Amana Express,2025-08-25,2025-08-28
3767,3767,CASABLANCA,Casablanca-Settat,delivered,Amana Express,2026-01-02,2026-01-03
3768,3768,,Oriental,delivered,Amana Express,2025-09-11,2025-11-13
3769,3769,,Tanger Tetouan,delivered,Jibli,2025-08-23,2025-08-31
3770,3770,Oujda,Oriental,livré,Amana Express,2025-12-28,2025-12-30
3771,3771,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-01-24,2025-01-31
3772,3772,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-03-05,2025-03-13
3773,3773,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-03-03,2025-03-10
3774,3774,,Rabat-Salé-Kénitra,in_transit,Barid Logistics,2026-01-22,2026-01-30
3775,3775,Marrakech,Marrakech-Safi,DELIVERED,Tanger Delivery,2026-03-05,2026-10-03
3776,3776,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-07-15,2025-07-18
3777,3777,Fès,Fès-Meknès,Livré,Jibli,2025-08-22,2025-08-28
3778,3778,Casablanca,,delivered,Barid Logistics,2025-05-18,2025-05-20
3779,3779,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-01-26,2026-02-02
3780,3780,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2025-01-24,2025-01-26
3781,3781,Marrakech,Marrakech-Safi,delivered,Jibli,2025-06-16,2025-06-22
3782,3782,Tanger,Tanger Tetouan,delayed,Jibli,2025-07-08,2025-08-11
3783,3783,Rabat,,delivered,Barid Logistics,2025-12-29,2026-01-01
3784,3784,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-08-06,2025-06-14
3785,3785,Rabat,Rabat-Salé-Kénitra,livré,Amana Express,2025-08-07,2025-08-08
3786,3786,Agadir,Souss-Massa,delivered,Jibli,2025-04-04,2025-04-11
3787,3787,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-07-24,2025-07-30
3788,3788,Casablanca,Casablanca-Settat,delivered,Amana Express,2026-01-22,2026-01-27
3789,3789,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-05-13,2025-05-20
3790,3790,Marrakech,Marrakech-Safi,in_transit,Barid Logistics,2026-04-30,2026-03-05
3791,3791,Marrakech,Marrakech-Safi,delivered,Jibli,2025-06-16,2025-06-24
3792,3792,Agadir,Souss-Massa,delivered,Jibli,2025-11-05,2025-10-11
3793,3793,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-01-02,2026-02-04
3794,3794,Casablanca,Casablanca-Settat,delivered,Barid Logistics,2026-05-10,2026-05-13
3795,3795,AL HOCEIMA,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-10-21,2025-10-29
3796,3796,Nador,Oriental,delivered,Jibli,2026-01-20,2026-01-28
3797,3797,Fès,Fès-Meknès,delivered,AtlasShip,2026-03-14,2026-03-16
3798,3798,Marrakech,Marrakech-Safi,delivered,Jibli,2025-07-23,2025-07-28
3799,3799,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-08-16,2025-08-23
3800,3800,Casablanca,CASA-SETTAT,delayed,Amana Express,2026-04-02,2026-04-07
3801,3801,Marrakech,Marrakech-Safi,delivered,Amana Express,2026-01-13,2026-01-18
3802,3802,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-01-20,2025-01-25
3803,3803,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-12-02,2025-12-09
3804,3804,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-04-23,2026-04-24
3805,3805,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-01-20,2026-01-26
3806,3806,Agadir,Souss-Massa,DELIVERED,Tanger Delivery,2025-02-23,2025-02-25
3807,3807,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-10-23,2025-10-26
3808,3808,Tétouan,Tanger-Tétouan-Al Hoceïma,in_transit,Jibli,2025-09-21,2025-09-23
3809,3809,,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-02-01,2026-01-04
3810,3810,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,2025-10-20,2025-10-26
3811,3811,Marrakech,Marrakech-Safi,delivered,Jibli,2025-01-07,2025-08-01
3812,3812,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-04-02,2025-04-07
3813,3813,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-09-24,2025-09-28
3814,3814,Oujda,Oriental,failed,Amana Express,2025-05-31,
3815,3815,Tangier,Tanger-Tétouan-Al Hoceima,delivered,Tanger Delivery,2026-03-15,2026-03-19
3816,3816,Casablanca,Casablanca-Settat,livré,Jibli,2025-06-08,2025-06-13
3817,3817,CAS,Casablanca-Settat,delivered,AtlasShip,2025-03-18,2025-03-23
3818,3818,Rabat,RSK,KO,Tanger Delivery,2025-01-13,2025-01-19
3819,3819,Rabat,,delivered,Barid Logistics,2026-03-30,2026-06-04
3820,3820,Agadir,Souss-Massa,delivered,Amana Express,2026-05-01,2026-05-02
3821,3821,Tétouan,TTA,delivered,Amana Express,2025-02-16,2025-02-18
3822,3822,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-04-14,2025-04-15
3823,3823,Fès,Fès-Meknès,delivered,Jibli,2025-08-22,2025-08-29
3824,3824,Agadir,Souss-Massa,KO,Barid Logistics,2026-03-05,2026-03-09
3825,3825,Fès,Fès-Meknès,delivered,Barid Logistics,2025-02-04,2025-02-08
3826,3826,AL HOCEIMA,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,2025-02-03,2025-02-07
3827,3827,Meknès,Fès-Meknès,delivered,Jibli,2025-07-17,2025-07-21
3828,3828,CASABLANCA,Casablanca-Settat,DELIVERED,AtlasShip,2025-11-19,2025-11-27
3829,3829,TANGER,Tanger Tetouan,failed,Amana Express,2025-04-04,
3830,3830,Tetouan,TTA,in_transit,Amana Express,2025-06-09,2025-06-17
3831,3831,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Amana Express,2026-01-17,
3832,3832,Agadir,Souss-Massa,delivered,Tanger Delivery,2025-06-24,2025-06-28
3833,3833,TANGER,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2025-10-25,2025-10-27
3834,3834,Tétouan,Tanger-Tétouan-Al Hoceïma,failed,AtlasShip,2025-05-22,
3835,3835,Fès,Fes Meknes,delivered,AtlasShip,2026-03-09,2026-03-16
3836,3836,TETOUAN,Tanger-Tétouan-Al Hoceima,Livré,AtlasShip,2025-05-12,2025-05-18
3837,3837,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-12-14,2025-12-15
3838,3838,Tetouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-03-21,2026-03-23
3839,3839,Meknès,Fès-Meknès,livré,AtlasShip,2025-11-21,2025-11-28
3840,3840,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-04-29,2025-05-04
3841,3841,Fès,Fes Meknes,failed,Tanger Delivery,2025-08-21,
3842,3842,,Oriental,failed,Tanger Delivery,2026-04-04,2026-04-06
3843,3843,Casablanca,Casa Settat,in_transit,Jibli,2025-07-08,2025-08-08
3844,3844,Agadir,Souss-Massa,KO,Jibli,2025-10-18,2025-10-23
3845,3845,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-04-10,2025-04-11
3846,3846,Fès,Fès-Meknès,delivered,Amana Express,2025-01-13,2025-01-19
3847,3847,Fès,Fes Meknes,delivered,AtlasShip,2025-10-03,2025-10-11
3848,3848,TETOUAN,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-04-25,2025-04-27
3849,3849,Kénitra,Rabat-Salé-Kénitra,delivered,Amana Express,2025-01-01,2025-01-05
3850,3850,Fès,Fès-Meknès,delivered,Barid Logistics,2025-12-13,2025-12-18
3851,3851,Tanger,TTA,delivered,Jibli,2025-08-25,2025-08-29
3852,3852,Marrakech,Marrakech-Safi,delivered,Amana Express,2026-04-08,2026-04-11
3853,3853,Agadir,Souss-Massa,delivered,Tanger Delivery,2025-06-25,2025-06-26
3854,3854,Marrakech,Marrakech-Safi,in_transit,Tanger Delivery,2026-01-25,2026-02-01
3855,3855,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2026-04-19,2026-04-23
3856,3856,tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-12-20,2025-12-26
3857,3857,Casablanca,Casablanca-Settat,failed,Barid Logistics,2025-06-21,
3858,3858,Tnja,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2026-02-12,2026-02-18
3859,3859,Oujda,Oriental,delivered,Tanger Delivery,2025-01-12,2025-01-20
3860,3860,Rabat,Rabat-Salé-Kénitra,failed,AtlasShip,2025-05-05,
3861,3861,Tanger,,failed,Amana Express,2026-03-07,2026-03-15
3862,3862,CASABLANCA,Casablanca-Settat,delivered,Jibli,2026-01-30,2026-02-02
3863,3863,Kénitra,Rabat-Salé-Kénitra,in_transit,Tanger Delivery,2026-02-01,2026-02-08
3864,3864,Casablanca,Casablanca-Settat,delivered,Jibli,2026-04-05,2026-05-07
3865,3865,Kénitra,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-11-22,2025-11-23
3866,3866,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-07-17,2025-07-20
3867,3867,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-03-09,2026-03-13
3868,3868,Casablanca,Casa Settat,delivered,Barid Logistics,2025-12-18,2025-12-22
3869,3869,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-08-05,2025-08-11
3870,3870,Marrakech,Marrakech-Safi,failed,Amana Express,2025-06-19,
3871,3871,Kénitra,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-01-17,2025-01-19
3872,3872,Tanger,Tanger-Tétouan-Al Hoceima,delivered,AtlasShip,2026-05-16,2026-05-18
3873,3873,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-04-08,2026-04-13
3874,3874,Casablanca,,delayed,Amana Express,2026-04-23,2026-05-01
3875,3875,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-10-27,2025-10-30
3876,3876,Agadir,Souss-Massa,delivered,Jibli,2025-08-03,2025-04-08
3877,3877,Rabat,Rabat-Salé-Kénitra,KO,Tanger Delivery,2025-04-15,2025-04-20
3878,3878,Casablanca,Casablanca-Settat,Livré,Jibli,2025-02-27,2025-06-03
3879,3879,RABAT,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-12-06,2025-10-12
3880,3880,Agadir,Souss-Massa,delivered,Amana Express,2026-03-14,2026-03-17
3881,3881,TNG,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-07-01,2026-01-14
3882,3882,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-09-17,2025-09-24
3883,3883,Agadir,Souss-Massa,delivered,Barid Logistics,2025-06-18,2025-06-25
3884,3884,,Rabat-Salé-Kénitra,DELIVERED,Tanger Delivery,2026-03-14,2026-03-16
3885,3885,TANGER,Tanger Tetouan,KO,Tanger Delivery,2025-05-06,2025-05-11
3886,3886,TNG,Tanger-Tétouan-Al Hoceïma,Livré,Amana Express,2025-05-25,2025-05-30
3887,3887,,Oriental,delivered,Jibli,2025-07-16,2025-07-19
3888,3888,Oujda,Oriental,in_transit,Amana Express,2025-12-04,2025-09-12
3889,3889,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-08-21,2025-08-23
3890,3890,Casablanca,Casa Settat,delivered,Amana Express,2026-02-12,2026-02-15
3891,3891,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-09-22,2025-09-28
3892,3892,Rabat,Rabat-Salé-Kénitra,delivered,Tanger Delivery,2025-04-25,2025-04-28
3893,3893,Rabat,Rabat-Salé-Kénitra,failed,Barid Logistics,2026-02-07,
3894,3894,CASABLANCA,,delivered,Barid Logistics,2026-01-07,2026-01-10
3895,3895,Fès,,delivered,Amana Express,2025-08-11,2025-08-15
3896,3896,RABAT,Rabat-Salé-Kénitra,Livré,Barid Logistics,2025-03-26,2025-03-27
3897,3897,Tanger,Tanger-Tétouan-Al Hoceima,livré,Amana Express,2025-02-26,2025-03-05
3898,3898,Casablanca,Casablanca-Settat,DELIVERED,Barid Logistics,2026-01-05,2026-01-13
3899,3899,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-09-10,2025-10-11
3900,3900,,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2026-02-08,2026-02-13
3901,3901,Casablanca,Casablanca-Settat,delayed,Barid Logistics,2025-11-24,2025-11-26
3902,3902,Casablanca,CASA-SETTAT,delivered,Tanger Delivery,2025-06-22,2025-06-26
3903,3903,Casablanca,Casablanca-Settat,failed,Jibli,2025-06-08,2025-06-13
3904,3904,Casablanca,Casa Settat,delayed,Amana Express,2025-03-12,2025-03-16
3905,3905,Meknès,Fès-Meknès,failed,AtlasShip,2025-11-23,2025-11-24
3906,3906,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delayed,AtlasShip,2025-08-19,2025-08-20
3907,3907,Rabat,Rabat-Salé-Kénitra,delayed,AtlasShip,2025-09-08,2025-09-16
3908,3908,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-11-14,2025-11-17
3909,3909,Casablanca,Casa Settat,delivered,Jibli,2026-01-28,2026-02-04
3910,3910,RABAT,Rabat-Salé-Kénitra,delayed,Amana Express,2026-04-05,2026-04-06
3911,3911,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2025-08-11,2025-08-19
3912,3912,Tnja,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-03-25,2026-04-01
3913,3913,Fès,Fes Meknes,delivered,Jibli,2026-01-12,2026-01-19
3914,3914,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-08-06,2025-06-13
3915,3915,Fès,Fès-Meknès,delivered,Amana Express,2026-05-05,2026-05-13
3916,3916,CASABLANCA,Casablanca-Settat,delivered,Barid Logistics,2025-08-10,2025-08-12
3917,3917,Fès,Fes Meknes,delivered,Barid Logistics,2026-05-10,2026-05-13
3918,3918,Casablanca,Casa Settat,delivered,Amana Express,2026-05-05,2026-05-13
3919,3919,Casablanca,Casa Settat,failed,Jibli,2026-01-07,
3920,3920,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2025-08-11,2025-08-14
3921,3921,TANGER,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-12-19,2025-12-23
3922,3922,Marrakech,Marrakech-Safi,delivered,Jibli,2025-06-10,2025-06-13
3923,3923,Marrakech,Marrakech-Safi,delivered,Amana Express,2025-06-09,2025-06-12
3924,3924,Tanger,Tanger Tetouan,delivered,Jibli,2026-04-04,2026-04-12
3925,3925,Al Hoceima,Tanger-Tétouan-Al Hoceïma,delayed,Amana Express,2026-02-20,2026-02-24
3926,3926,Marrakech,Marrakech-Safi,livré,Tanger Delivery,2026-02-06,2026-02-13
3927,3927,Rabat,Rabat-Salé-Kénitra,delivered,Amana Express,2025-10-13,2025-10-16
3928,3928,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-01-02,2026-01-08
3929,3929,Fès,Fès-Meknès,failed,Amana Express,2025-07-01,2025-07-04
3930,3930,Casablanca,Casablanca-Settat,in_transit,AtlasShip,2025-01-13,2025-01-21
3931,3931,Tétouan,Tanger Tetouan,delivered,Jibli,2025-02-22,2025-02-26
3932,3932,Marrakech,Marrakech-Safi,delivered,Jibli,2025-08-05,2025-08-12
3933,3933,Casablanca,Casa Settat,delivered,AtlasShip,2025-11-09,2025-11-14
3934,3934,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,livré,Jibli,2025-03-27,2025-04-03
3935,3935,Agadir,Souss-Massa,delivered,Amana Express,2025-10-28,2025-11-05
3936,3936,Casablanca,Casablanca-Settat,in_transit,AtlasShip,2025-12-28,2025-12-30
3937,3937,,Fès-Meknès,delivered,Tanger Delivery,2025-10-26,2025-10-30
3938,3938,Fès,Fès-Meknès,delivered,Jibli,2026-02-19,2026-02-23
3939,3939,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Amana Express,2025-10-30,2025-10-31
3940,3940,Casablanca,,delivered,Amana Express,2025-06-09,2025-06-12
3941,3941,Tétouan,Tanger Tetouan,delayed,Barid Logistics,2025-08-14,2025-08-17
3942,3942,Tanger,Tanger-Tétouan-Al Hoceïma,delayed,AtlasShip,2026-04-03,2026-04-05
3943,3943,Fès,Fes Meknes,delivered,Barid Logistics,2026-02-15,2026-02-21
3944,3944,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delayed,Jibli,2026-03-19,2026-03-24
3945,3945,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-04-20,2025-04-28
3946,3946,Agadir,Souss-Massa,in_transit,Tanger Delivery,2025-02-01,2025-01-03
3947,3947,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-04-18,2025-04-25
3948,3948,Fès,Fès-Meknès,delivered,AtlasShip,2026-01-12,2026-01-15
3949,3949,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2026-03-25,2026-01-04
3950,3950,Fès,Fès-Meknès,delayed,AtlasShip,2025-11-24,2025-11-28
3951,3951,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2026-01-05,2026-01-10
3952,3952,Casablanca,Casablanca-Settat,failed,Jibli,2025-08-19,
3953,3953,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-04-13,2025-04-14
3954,3954,Rabat,Rabat-Salé-Kénitra,delivered,Barid Logistics,2025-05-01,2025-05-02
3955,3955,Agadir,Souss-Massa,delivered,Jibli,2025-03-02,2025-03-07
3956,3956,Rabat,RSK,delivered,AtlasShip,2025-12-16,2025-12-20
3957,3957,Agadir,Souss-Massa,delivered,AtlasShip,2025-04-19,2025-04-25
3958,3958,Rabat,Rabat-Salé-Kénitra,failed,Jibli,2025-11-08,2025-08-17
3959,3959,Casablanca,Casablanca-Settat,failed,Barid Logistics,2025-05-02,
3960,3960,Tangier,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-01-03,2025-09-03
3961,3961,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2026-05-13,2026-05-17
3962,3962,Rabat,Rabat-Salé-Kénitra,delivered,AtlasShip,2026-05-02,2026-03-05
3963,3963,Marrakech,Marrakech-Safi,delivered,Amana Express,2025-02-07,2025-02-09
3964,3964,Fès,Fès-Meknès,delivered,Jibli,2025-09-18,2025-09-21
3965,3965,Al Hoceïma,Tanger Tetouan,delivered,AtlasShip,2025-04-16,2025-04-21
3966,3966,Oujda,Oriental,delivered,Amana Express,2025-05-04,2025-05-11
3967,3967,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-12-05,2025-12-09
3968,3968,Tétouan,Tanger Tetouan,delivered,Tanger Delivery,2025-08-17,2025-08-21
3969,3969,Meknès,Fès-Meknès,delivered,Jibli,2025-09-26,2025-09-27
3970,3970,Oujda,Oriental,delivered,Barid Logistics,2025-02-27,2025-05-03
3971,3971,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Tanger Delivery,2025-03-22,2025-03-26
3972,3972,Rabat,Rabat-Salé-Kénitra,Livré,AtlasShip,2026-03-16,2026-03-20
3973,3973,rabat,RSK,delivered,Tanger Delivery,2025-03-29,2025-06-04
3974,3974,Tanger,Tanger-Tétouan-Al Hoceïma,Livré,Jibli,2025-11-18,2025-11-26
3975,3975,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2025-06-05,2025-12-06
3976,3976,Marrakech,Marrakech-Safi,delivered,Jibli,2026-02-14,2026-02-15
3977,3977,Casablanca,Casablanca-Settat,delivered,AtlasShip,2025-07-03,2025-07-07
3978,3978,Tanger,Tanger-Tétouan-Al Hoceïma,Livré,Jibli,2025-08-30,2025-08-31
3979,3979,Casablanca,Casablanca-Settat,delivered,AtlasShip,2026-03-06,2026-03-14
3980,3980,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Jibli,2026-02-07,2026-02-10
3981,3981,Marrakech,Marrakech-Safi,delivered,AtlasShip,2026-05-10,2026-05-18
3982,3982,,Fes Meknes,delivered,Tanger Delivery,2025-10-06,2025-11-10
3983,3983,Oujda,Oriental,delivered,Jibli,2026-03-02,2026-02-08
3984,3984,Meknès,Fès-Meknès,delayed,Tanger Delivery,2025-12-04,2025-12-07
3985,3985,Tanger,Tanger Tetouan,Livré,Barid Logistics,2025-09-29,2025-10-06
3986,3986,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-08-14,2025-08-17
3987,3987,Oujda,Oriental,failed,Tanger Delivery,2026-05-18,2026-05-24
3988,3988,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,AtlasShip,2025-06-07,2025-06-11
3989,3989,Casablanca,Casablanca-Settat,delivered,Jibli,2026-01-06,2026-01-12
3990,3990,Tétouan,Tanger-Tétouan-Al Hoceïma,delivered,Barid Logistics,2026-02-04,2026-04-07
3991,3991,Al Hoceïma,Tanger-Tétouan-Al Hoceïma,in_transit,Barid Logistics,2026-04-02,2026-04-08
3992,3992,casa,Casablanca-Settat,DELIVERED,AtlasShip,2025-01-07,2025-01-14
3993,3993,Oujda,Oriental,failed,Jibli,2026-08-05,
3994,3994,Agadir,Souss-Massa,Livré,Barid Logistics,2025-09-20,2025-09-25
3995,3995,Tanger,,delayed,Tanger Delivery,2025-04-19,2025-04-26
3996,3996,Marrakech,Marrakech-Safi,delivered,Amana Express,2025-01-15,2025-01-21
3997,3997,Casablanca,Casablanca-Settat,DELIVERED,Tanger Delivery,2025-07-17,2025-07-19
3998,3998,Tanger,Tanger-Tétouan-Al Hoceïma,in_transit,Tanger Delivery,2025-05-12,2025-05-19
3999,3999,Meknès,Fès-Meknès,livré,Barid Logistics,2026-03-17,2026-03-22
4000,4000,Al Hoceïma,Tanger-Tétouan-Al Hoceima,delivered,Barid Logistics,2025-09-22,2025-09-29
4001,4001,Fès,Fès-Meknès,failed,Jibli,2025-07-02,2025-07-09
4002,4002,Nador,,delivered,Barid Logistics,2025-12-20,2025-12-22
4003,4003,RABAT,,failed,Tanger Delivery,2025-01-15,2025-01-23
4004,4004,Rabat,Rabat-Salé-Kénitra,delivered,Jibli,2025-06-03,2025-06-07
4005,4005,Tanger,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,2025-06-10,
4006,4006,Marrakech,Marrakech-Safi,livré,AtlasShip,2025-05-14,2025-05-22
4007,4007,TNG,Tanger-Tétouan-Al Hoceïma,delivered,AtlasShip,2025-06-02,2025-06-10
4008,4008,Rabat,Rabat Sale Kenitra,delivered,Tanger Delivery,2025-10-25,2025-11-02
4009,4009,Casablanca,Casablanca-Settat,failed,Amana Express,2025-12-03,
4010,4010,Fès,,delivered,Barid Logistics,2025-08-16,2025-08-17
4011,4011,,Rabat-Salé-Kénitra,delayed,AtlasShip,2025-06-28,2025-06-25
4012,4012,Oujda,Oriental,DELIVERED,Barid Logistics,2025-11-29,2025-12-04
4013,4013,Marrakech,Marrakech-Safi,delivered,AtlasShip,2025-10-21,2025-10-24
4014,4014,Marrakech,Marrakech-Safi,failed,Jibli,2026-01-12,2026-01-13
4015,4015,Al Hoceima,Tanger-Tétouan-Al Hoceïma,failed,Barid Logistics,2025-08-13,2025-08-18
4016,4016,RABAT,Rabat-Salé-Kénitra,delivered,AtlasShip,2025-08-02,2025-08-08
4017,4017,Tanger,TTA,delivered,Jibli,2026-02-09,2026-02-13
4018,4018,Tanger,Tanger-Tétouan-Al Hoceïma,DELIVERED,Amana Express,2026-06-04,2026-04-13
4019,4019,Casablanca,Casablanca-Settat,failed,Jibli,2025-11-28,
4020,4020,Rabat,,failed,Amana Express,2025-03-19,
4021,4021,Casablanca,Casablanca-Settat,delivered,Amana Express,2025-05-08,2025-05-12
4022,4022,Tanger,TTA,delivered,Tanger Delivery,2025-06-23,2025-06-25
4023,4023,tanger,Tanger-Tétouan-Al Hoceïma,failed,Tanger Delivery,2026-03-29,
4024,4024,Tanger,Tanger-Tétouan-Al Hoceïma,delivered,Amana Express,2026-03-18,2026-03-19
4025,4025,Marrakech,Marrakech-Safi,delivered,Tanger Delivery,2025-06-10,2025-06-13
