sales_key,order_id,order_item_id,customer_key,product_key,date_key,region_key,payment_key,delivery_key,quantity,unit_price,discount_rate,total_amount,amount_paid,is_returned,refund_amount,delivery_delay_days,order_status,return_reason
7684,4272,7993,513,21,20250729,6,6,298,4,127.17,0.05,483.25,483.25,0,0.0,4,completed,
7685,4272,7994,513,125,20250729,6,6,298,4,209.82,0.03,814.1,814.1,0,0.0,4,completed,
7686,4272,7995,513,261,20250729,6,6,298,5,249.82,0.0,1249.1,1249.1,0,0.0,4,completed,
7687,4273,7996,293,34,20250616,11,15,188,1,5506.09,0.0,5506.09,0.0,0,0.0,,cancelled,
7688,4273,7997,293,63,20250616,11,15,188,4,1751.41,0.15,5954.79,0.0,0,0.0,,cancelled,
7689,4273,7998,293,189,20250616,11,15,188,3,201.56,0.2,483.74,0.0,0,0.0,,cancelled,
7690,4274,7999,194,262,20260202,6,10,92,1,785.8,0.05,746.51,746.51,0,0.0,2,completed,
7691,4274,8000,194,106,20260202,6,10,92,4,1742.31,0.1,6272.32,6272.32,0,0.0,2,completed,
7692,4275,8001,758,125,20250506,8,10,286,5,223.73,0.15,950.85,950.85,0,0.0,7,pending,
7693,4276,8002,346,15,20250130,4,6,130,5,82.73,0.15,351.6,351.6,0,0.0,6,completed,
7694,4276,8003,346,173,20250130,4,6,130,4,230.28,0.05,875.06,875.06,0,0.0,6,completed,
7695,4276,8004,346,70,20250130,4,6,130,1,1040.74,0.2,832.59,832.59,0,0.0,6,completed,
7696,4277,8005,220,298,20251226,6,2,73,5,285.78,0.0,1428.9,1428.9,0,0.0,8,completed,
7697,4278,8006,482,216,20250710,3,4,16,4,1755.97,0.0,7023.88,4448.38,0,0.0,99,returned,
7698,4278,8007,482,225,20250710,3,4,16,5,6478.72,0.1,29154.24,18464.03,0,0.0,99,returned,
7699,4279,8008,910,253,20260129,3,10,129,2,43.99,0.0,87.98,87.98,0,0.0,3,completed,
7700,4280,8009,787,235,20250112,3,7,70,2,189.1,0.15,321.47,165.55,0,0.0,181,completed,
7701,4280,8010,787,262,20250112,3,7,70,2,810.8,0.15,1378.36,709.84,0,0.0,181,completed,
7702,4280,8011,787,94,20250112,3,7,70,2,119.33,0.15,202.86,104.47,0,0.0,181,completed,
7703,4281,8012,721,138,20260106,3,15,109,2,2062.59,0.15,3506.4,3506.4,0,0.0,7,completed,
7704,4282,8013,7,33,20250824,4,2,181,3,4826.61,0.0,14479.83,14479.83,0,0.0,8,completed,
7705,4283,8014,98,247,20260508,12,2,118,3,307.63,0.05,876.75,876.75,0,0.0,4,completed,
7706,4284,8015,690,169,20260228,6,10,47,2,2457.16,0.2,3931.46,3931.46,0,0.0,3,completed,
7707,4285,8016,477,9,20250819,12,15,79,1,345.03,0.2,276.02,276.02,0,0.0,4,pending,
7708,4286,8017,77,242,20250302,4,15,181,5,15049.2,0.05,71483.7,0.0,0,0.0,,cancelled,
7709,4286,8018,77,34,20250302,4,15,181,5,5660.26,0.2,22641.04,0.0,0,0.0,,cancelled,
7710,4287,8019,545,107,20250712,12,2,205,2,123.84,0.1,222.91,222.91,0,0.0,5,completed,
7711,4287,8020,545,57,20250712,12,2,205,3,175.38,0.05,499.83,499.84,0,0.0,5,completed,
7712,4288,8022,947,93,20251030,10,10,50,5,42.35,0.15,179.99,179.99,0,0.0,6,completed,
7713,4288,8023,947,127,20251030,10,10,50,2,45.51,0.1,81.92,81.92,0,0.0,6,completed,
7714,4288,8024,947,40,20251030,10,10,50,5,1426.41,0.03,6918.09,6918.08,0,0.0,6,completed,
7715,4289,8025,2,293,20260410,3,15,89,2,145.49,0.0,290.98,290.98,0,0.0,11,completed,
7716,4289,8026,2,188,20260410,3,15,89,5,125.7,0.0,628.5,628.5,0,0.0,11,completed,
7717,4289,8027,2,105,20260410,3,15,89,2,1274.71,0.1,2294.48,2294.48,0,0.0,11,completed,
7718,4289,8028,2,135,20260410,3,15,89,4,477.25,0.2,1527.2,1527.2,0,0.0,11,completed,
7719,4290,8029,563,108,20260321,10,6,77,1,508.84,0.1,457.96,457.96,0,0.0,1,pending,
7720,4290,8030,563,74,20260321,10,6,77,5,373.66,0.2,1494.64,1494.64,0,0.0,1,pending,
7721,4291,8031,455,292,20260416,3,2,147,1,1380.99,0.2,1104.79,1104.79,0,0.0,5,returned,
7722,4291,8032,455,98,20260416,3,2,147,5,11394.17,0.05,54122.31,54122.31,0,0.0,5,returned,
7723,4292,8033,779,252,20260317,6,2,150,2,435.58,0.15,740.49,740.49,0,0.0,10,completed,
7724,4292,8034,779,266,20260317,6,2,150,5,2023.88,0.15,8601.49,8601.49,0,0.0,10,completed,
7725,4293,8035,932,294,20250509,3,2,109,1,1049.11,0.1,944.2,944.2,0,0.0,9,completed,
7726,4293,8036,932,148,20250509,3,2,109,2,863.64,0.2,1381.82,1381.82,0,0.0,9,completed,
7727,4293,8037,932,82,20250509,3,2,109,1,6156.27,0.05,5848.46,5848.46,0,0.0,9,completed,
7728,4294,8038,472,91,20251021,1,4,87,2,65.6,0.05,124.64,0.0,0,0.0,8,completed,
7729,4294,8039,472,180,20251021,1,4,87,4,3790.16,0.1,13644.58,0.0,0,0.0,8,completed,
7730,4294,8040,472,110,20251021,1,4,87,3,60.06,0.1,162.16,0.0,1,162.16,8,completed,Wrong item
7731,4295,8041,225,64,20260514,9,2,135,1,30.66,0.05,29.13,29.13,0,0.0,5,completed,
7732,4295,8042,225,272,20260514,9,2,135,2,30.82,0.2,49.31,49.31,0,0.0,5,completed,
7733,4296,8043,997,118,20251223,3,10,16,3,686.12,0.05,1955.44,1955.44,0,0.0,5,completed,
7734,4296,8044,997,66,20251223,3,10,16,2,13454.26,0.05,25563.09,25563.1,0,0.0,5,completed,
7735,4297,8045,51,209,20250715,12,14,79,3,7821.02,0.15,19943.6,19943.6,0,0.0,8,completed,
7736,4298,8046,571,178,20250130,10,15,136,1,12726.35,0.15,10817.4,10817.4,0,0.0,4,completed,
7737,4299,8047,874,271,20251029,8,4,75,1,77.14,0.15,65.57,42.96,0,0.0,10,completed,
7738,4300,8048,497,164,20250119,2,10,108,4,4557.91,0.0,18231.64,18231.64,0,0.0,10,completed,
7739,4300,8049,497,29,20250119,2,10,108,4,38.76,0.03,150.39,150.39,0,0.0,10,completed,
7740,4300,8050,497,17,20250119,2,10,108,5,7560.29,0.0,37801.45,37801.45,0,0.0,10,completed,
7741,4301,8051,801,267,20250418,3,6,147,3,83.14,0.05,236.95,236.95,0,0.0,9,completed,
7742,4301,8052,801,264,20250418,3,6,147,1,936.17,0.03,908.08,908.08,0,0.0,9,completed,
7743,4302,8053,897,232,20250127,9,6,115,4,1509.84,0.15,5133.46,5133.46,0,0.0,5,completed,
7744,4304,8056,205,39,20250728,12,6,138,2,468.28,0.05,889.73,889.73,1,889.73,7,cancelled,Damaged product
7745,4305,8057,429,74,20260215,11,2,137,4,364.88,0.05,1386.54,1386.54,0,0.0,11,completed,
7746,4306,8058,14,76,20250826,4,10,110,3,349.8,0.05,996.93,996.93,1,996.93,8,completed,Quality issue
7747,4307,8059,284,223,20260310,12,10,218,3,39.78,0.15,101.44,101.44,0,0.0,268,cancelled,
7748,4307,8060,284,5,20260310,12,10,218,5,235.11,0.2,940.44,940.44,1,940.44,268,cancelled,Customer changed mind
7749,4308,8061,170,153,20251219,19,2,163,4,1637.42,0.1,5894.71,5894.71,0,0.0,8,completed,
7750,4308,8062,170,277,20251219,19,2,163,1,274.19,0.15,233.06,233.06,0,0.0,8,completed,
7751,4309,8063,314,249,20250302,3,2,264,5,851.87,0.2,3407.48,3407.48,0,0.0,11,completed,
7752,4309,8064,314,37,20250302,3,2,264,5,302.32,0.0,1511.6,1511.6,0,0.0,11,completed,
7753,4310,8065,320,224,20250914,11,6,303,4,17.58,0.15,59.77,59.77,0,0.0,5,completed,
7754,4310,8066,320,146,20250914,11,6,303,2,17781.41,0.15,30228.4,30228.4,0,0.0,5,completed,
7755,4310,8067,320,40,20250914,11,6,303,4,1545.76,0.03,5997.55,5997.55,0,0.0,5,completed,
7756,4311,8068,828,236,20260205,10,8,216,1,80.76,0.03,78.34,0.0,0,0.0,,cancelled,
7757,4312,8069,661,190,20250907,3,2,109,4,78.72,0.15,267.65,267.65,0,0.0,93,completed,
7758,4313,8070,357,51,20250414,1,15,145,3,1457.02,0.2,3496.85,3496.84,0,0.0,4,completed,
7759,4313,8071,357,284,20250414,1,15,145,3,115.82,0.05,330.09,330.09,0,0.0,4,completed,
7760,4314,8072,805,187,20260225,12,9,118,4,65.08,0.15,221.27,0.0,1,221.27,6,completed,Quality issue
7761,4315,8073,296,24,20251127,12,9,156,3,908.07,0.03,2642.48,1359.78,0,0.0,5,pending,
7762,4315,8074,296,43,20251127,12,9,156,5,83.9,0.03,406.91,209.39,0,0.0,5,pending,
7763,4315,8075,296,20,20251127,12,9,156,2,3662.77,0.2,5860.43,3015.68,0,0.0,5,pending,
7764,4316,8076,122,105,20251211,7,15,268,1,1264.31,0.15,1074.66,1074.66,0,0.0,7,completed,
7765,4316,8077,122,17,20251211,7,15,268,4,7255.89,0.2,23218.85,23218.85,0,0.0,7,completed,
7766,4317,8078,989,8,20260306,10,10,77,5,423.29,0.2,1693.16,1693.16,0,0.0,6,completed,
7767,4318,8079,230,71,20251026,2,10,128,3,200.08,0.15,510.2,510.2,0,0.0,7,completed,
7768,4318,8080,230,192,20251026,2,10,128,5,100.22,0.2,400.88,400.88,0,0.0,7,completed,
7769,4319,8081,26,71,20250625,10,15,154,5,186.05,0.05,883.74,883.74,0,0.0,6,completed,
7770,4319,8082,26,280,20250625,10,15,154,3,445.76,0.0,1337.28,1337.28,1,1337.28,6,completed,Late delivery
7771,4319,8083,26,95,20250625,10,15,154,5,58.54,0.2,234.16,234.16,0,0.0,6,completed,
7772,4320,8084,134,217,20250110,11,6,78,4,1338.11,0.0,5352.44,5352.44,0,0.0,5,completed,
7773,4321,8085,319,36,20250901,10,6,77,5,3963.65,0.2,15854.6,15854.6,0,0.0,6,completed,
7774,4321,8086,319,67,20250901,10,6,77,3,1708.73,0.2,4100.95,4100.95,0,0.0,6,completed,
7775,4322,8087,594,76,20250205,12,2,118,5,334.49,0.15,1421.58,1421.58,0,0.0,3,completed,
7776,4322,8088,594,227,20250205,12,2,118,3,758.2,0.1,2047.14,2047.14,1,2047.14,3,completed,Damaged product
7777,4323,8089,2,56,20250122,9,15,153,1,919.4,0.03,891.82,891.82,0,0.0,8,completed,
7778,4323,8090,2,93,20250122,9,15,153,1,44.41,0.1,39.97,39.97,0,0.0,8,completed,
7779,4324,8091,942,271,20250825,3,6,89,1,86.96,0.0,86.96,86.96,0,0.0,4,completed,
7780,4324,8092,942,68,20250825,3,6,89,5,3038.86,0.15,12915.16,12915.15,0,0.0,4,completed,
7781,4324,8093,942,4,20250825,3,6,89,4,2224.12,0.03,8629.59,8629.59,0,0.0,4,completed,
7782,4325,8094,41,194,20250614,9,2,153,4,14542.71,0.15,49445.21,49445.21,0,0.0,4,completed,
7783,4326,8095,797,107,20250501,11,16,204,1,108.5,0.1,97.65,0.0,0,0.0,,cancelled,
7784,4327,8096,868,149,20250812,11,10,97,4,171.32,0.05,651.02,651.02,0,0.0,6,completed,
7785,4328,8097,429,113,20250728,10,10,271,3,7385.94,0.15,18834.15,18834.14,0,0.0,11,completed,
7786,4328,8098,429,238,20250728,10,10,271,3,150.67,0.1,406.81,406.81,0,0.0,11,completed,
7787,4328,8099,429,99,20250728,10,10,271,2,1514.93,0.05,2878.37,2878.37,0,0.0,11,completed,
7788,4329,8100,406,12,20250101,1,6,87,5,331.32,0.1,1490.94,1490.94,0,0.0,5,pending,
7789,4329,8101,406,104,20250101,1,6,87,2,1155.88,0.03,2242.41,2242.41,0,0.0,5,pending,
7790,4330,8102,432,270,20251009,1,6,127,4,112.13,0.15,381.24,381.24,0,0.0,4,completed,
7791,4330,8103,432,147,20251009,1,6,127,4,1892.8,0.03,7344.06,7344.07,0,0.0,4,completed,
7792,4331,8104,986,297,20250527,11,2,39,3,176.6,0.0,529.8,529.8,0,0.0,6,completed,
7793,4331,8105,986,143,20250527,11,2,39,1,34.02,0.05,32.32,32.32,0,0.0,6,completed,
7794,4332,8106,644,85,20251028,10,10,136,4,1014.63,0.03,3936.76,3936.76,0,0.0,9,completed,
7795,4333,8107,339,149,20260301,12,2,79,1,163.17,0.2,130.54,130.54,0,0.0,4,completed,
7796,4333,8108,339,212,20260301,12,2,79,3,2823.18,0.0,8469.54,8469.54,0,0.0,4,completed,
7797,4333,8109,339,72,20260301,12,2,79,2,330.36,0.05,627.68,627.68,1,627.68,4,completed,Late delivery
7798,4333,8110,339,69,20260301,12,2,79,1,434.42,0.1,390.98,390.98,0,0.0,4,completed,
7799,4334,8111,731,47,20250329,9,6,186,3,52.38,0.0,157.14,0.0,0,0.0,,cancelled,
7800,4334,8112,731,157,20250329,9,6,186,4,72.97,0.15,248.1,0.0,0,0.0,,cancelled,
7801,4334,8113,731,153,20250329,9,6,186,1,665.24,0.05,631.98,0.0,0,0.0,,cancelled,
7802,4335,8114,643,35,20260403,10,4,154,5,1888.49,0.2,7553.96,3071.12,0,0.0,244,completed,
7803,4336,8115,205,263,20250610,6,6,73,3,243.37,0.2,584.09,584.09,0,0.0,7,completed,
7804,4336,8116,205,77,20250610,6,6,73,5,69.41,0.2,277.64,277.64,0,0.0,7,completed,
7805,4336,8117,205,1,20250610,6,6,73,1,6754.8,0.1,6079.32,6079.32,0,0.0,7,completed,
7806,4337,8118,393,44,20250602,1,10,87,4,417.15,0.03,1618.54,1618.54,0,0.0,9,completed,
7807,4337,8119,393,209,20250602,1,10,87,4,7576.08,0.2,24243.46,24243.45,0,0.0,9,completed,
7808,4337,8120,393,292,20250602,1,10,87,2,1426.23,0.03,2766.89,2766.89,0,0.0,9,completed,
7809,4338,8121,877,289,20260225,2,6,165,2,3579.94,0.05,6801.89,6801.89,0,0.0,7,completed,
7810,4339,8122,109,69,20260204,3,5,109,4,396.2,0.03,1537.26,914.81,0,0.0,64,pending,
7811,4339,8123,109,201,20260204,3,5,109,2,301.27,0.15,512.16,304.78,0,0.0,64,pending,
7812,4340,8124,855,233,20251202,1,2,1,2,264.42,0.2,423.07,423.07,0,0.0,5,completed,
7813,4340,8125,855,46,20251202,1,2,1,3,88.74,0.05,252.91,252.91,0,0.0,5,completed,
7814,4340,8126,855,259,20251202,1,2,1,3,236.13,0.15,602.13,602.13,0,0.0,5,completed,
7815,4340,8127,855,31,20251202,1,2,1,2,54.81,0.03,106.33,106.33,1,106.33,5,completed,Damaged product
7816,4341,8128,607,110,20250612,3,15,70,4,58.64,0.2,187.65,187.65,0,0.0,9,completed,
7817,4342,8129,193,110,20260502,5,6,72,3,61.72,0.1,166.64,166.64,0,0.0,34,completed,
7818,4342,8130,193,17,20260502,5,6,72,5,8036.3,0.1,36163.35,36163.35,0,0.0,34,completed,
7819,4343,8131,620,239,20250118,5,10,72,2,65.26,0.03,126.6,126.6,0,0.0,8,completed,
7820,4343,8132,620,88,20250118,5,10,72,3,857.41,0.0,2572.23,2572.23,0,0.0,8,completed,
7821,4344,8133,246,129,20250322,12,15,79,4,8166.32,0.03,31685.32,31685.32,1,31685.32,5,completed,Customer changed mind
7822,4344,8134,246,217,20250322,12,15,79,1,1374.03,0.05,1305.33,1305.33,0,0.0,5,completed,
7823,4344,8135,246,173,20250322,12,15,79,2,233.68,0.03,453.34,453.34,0,0.0,5,completed,
7824,4344,8136,246,290,20250322,12,15,79,5,13586.62,0.15,57743.14,57743.13,0,0.0,5,completed,
7825,4345,8137,294,264,20250316,3,15,166,5,862.5,0.03,4183.12,0.0,1,4183.12,,cancelled,Damaged product
7826,4345,8138,294,232,20250316,3,15,166,4,1413.61,0.2,4523.55,0.0,0,0.0,,cancelled,
7827,4346,8139,47,226,20251003,11,10,155,1,13955.72,0.05,13257.93,13257.93,0,0.0,68,completed,
7828,4346,8140,47,143,20251003,11,10,155,2,33.75,0.0,67.5,67.5,0,0.0,68,completed,
7829,4346,8141,47,50,20251003,11,10,155,1,10056.01,0.0,10056.01,10056.01,0,0.0,68,completed,
7830,4347,8142,65,20,20250810,9,15,215,2,3526.39,0.05,6700.14,0.0,1,6700.14,,cancelled,Wrong item
7831,4348,8143,586,92,20250403,12,11,118,1,176.32,0.0,176.32,0.0,0,0.0,62,completed,
7832,4348,8144,586,252,20250403,12,11,118,3,394.53,0.2,946.87,0.0,0,0.0,62,completed,
7833,4349,8145,804,253,20260113,3,11,210,4,46.72,0.05,177.54,0.0,0,0.0,8,completed,
7834,4350,8147,724,215,20260327,9,2,115,2,120.37,0.0,240.74,240.74,1,240.74,4,completed,Quality issue
7835,4350,8148,724,290,20260327,9,2,115,5,12686.65,0.2,50746.6,50746.6,0,0.0,4,completed,
7836,4351,8149,571,257,20251227,11,2,39,3,4231.09,0.2,10154.62,10154.62,0,0.0,5,completed,
7837,4352,8150,521,89,20250816,12,10,12,3,533.6,0.15,1360.68,1360.68,0,0.0,6,completed,
7838,4352,8151,521,227,20250816,12,10,12,1,2605.94,0.15,2215.05,2215.05,0,0.0,6,completed,
7839,4353,8152,76,173,20260505,13,10,99,4,230.16,0.05,874.61,874.61,0,0.0,7,completed,
7840,4353,8153,76,54,20260505,13,10,99,4,751.51,0.15,2555.13,2555.13,0,0.0,7,completed,
7841,4353,8154,76,218,20260505,13,10,99,4,1574.4,0.03,6108.67,6108.67,0,0.0,7,completed,
7842,4354,8155,65,151,20251214,3,6,129,5,271.13,0.2,1084.52,1084.52,1,1084.52,5,returned,Damaged product
7843,4355,8156,836,7,20251105,2,6,69,3,156.03,0.2,374.47,374.47,0,0.0,3,returned,
7844,4355,8157,836,201,20251105,2,6,69,4,315.63,0.2,1010.02,1010.02,0,0.0,3,returned,
7845,4355,8158,836,259,20251105,2,6,69,4,243.45,0.05,925.11,925.11,0,0.0,3,returned,
7846,4356,8159,917,35,20250228,6,2,112,1,2202.49,0.15,1872.12,1872.12,0,0.0,9,completed,
7847,4356,8160,917,190,20250228,6,2,112,1,76.79,0.03,74.49,74.49,1,74.49,9,completed,Customer changed mind
7848,4356,8161,917,146,20250228,6,2,112,1,16993.48,0.15,14444.46,14444.45,0,0.0,9,completed,
7849,4357,8162,913,21,20260127,11,15,117,4,123.37,0.15,419.46,419.46,0,0.0,95,completed,
7850,4357,8163,913,8,20260127,11,15,117,3,384.23,0.2,922.15,922.15,0,0.0,95,completed,
7851,4357,8164,913,92,20260127,11,15,117,1,182.81,0.03,177.33,177.33,0,0.0,95,completed,
7852,4358,8165,960,147,20260510,3,6,109,4,1755.34,0.03,6810.72,6810.72,1,6810.72,5,completed,Quality issue
7853,4358,8166,960,160,20260510,3,6,109,1,112.17,0.2,89.74,89.74,0,0.0,5,completed,
7854,4359,8167,316,26,20250911,9,6,62,5,947.65,0.03,4596.1,4596.1,0,0.0,60,completed,
7855,4359,8168,316,98,20250911,9,6,62,3,12488.31,0.05,35591.68,35591.69,0,0.0,60,completed,
7856,4360,8169,545,99,20260405,11,5,137,4,1569.36,0.0,6277.44,6277.44,0,0.0,3,completed,
7857,4362,8171,943,82,20250105,8,15,228,3,5751.25,0.2,13803.0,0.0,0,0.0,,cancelled,
7858,4362,8172,943,129,20250105,8,15,228,5,7646.33,0.15,32496.9,0.0,0,0.0,,cancelled,
7859,4363,8173,244,127,20250105,6,15,92,5,48.11,0.03,233.33,233.33,0,0.0,6,completed,
7860,4363,8174,244,226,20250105,6,15,92,5,13347.12,0.2,53388.48,53388.48,1,53388.48,6,completed,Wrong item
7861,4364,8175,931,292,20260203,6,2,226,1,1275.92,0.1,1148.33,1148.33,0,0.0,9,completed,
7862,4364,8176,931,241,20260203,6,2,226,3,5204.41,0.2,12490.58,12490.58,0,0.0,9,completed,
7863,4364,8177,931,62,20260203,6,2,226,1,42.68,0.0,42.68,42.68,0,0.0,9,completed,
7864,4364,8178,931,247,20260203,6,2,226,3,285.45,0.2,685.08,685.08,0,0.0,9,completed,
7865,4365,8179,565,3,20250507,3,2,251,5,643.39,0.2,2573.56,2573.56,0,0.0,69,completed,
7866,4365,8180,565,129,20250507,3,2,251,3,8209.91,0.15,20935.27,20935.27,0,0.0,69,completed,
7867,4365,8181,565,193,20250507,3,2,251,4,5693.77,0.15,19358.82,19358.82,0,0.0,69,completed,
7868,4366,8182,405,139,20251012,10,10,77,1,202.37,0.1,182.13,182.13,0,0.0,65,completed,
7869,4366,8183,405,173,20251012,10,10,77,1,206.97,0.1,186.27,186.28,0,0.0,65,completed,
7870,4367,8184,882,253,20260212,6,16,92,2,44.85,0.1,80.73,0.0,0,0.0,11,completed,
7871,4368,8186,119,253,20261205,2,2,108,5,48.54,0.1,218.43,218.43,0,0.0,4,completed,
7872,4369,8187,283,255,20251003,3,2,147,1,33.09,0.2,26.47,26.47,0,0.0,4,completed,
7873,4370,8188,416,113,20260318,6,15,284,5,6851.57,0.1,30832.06,30832.07,0,0.0,2,completed,
7874,4370,8189,416,202,20260318,6,15,284,2,2135.22,0.15,3629.87,3629.87,0,0.0,2,completed,
7875,4371,8190,350,289,20260515,6,2,112,5,3581.44,0.2,14325.76,14325.76,0,0.0,3,completed,
7876,4372,8191,960,248,20250622,6,2,199,1,388.84,0.2,311.07,311.07,0,0.0,10,completed,
7877,4372,8192,960,289,20250622,6,2,199,2,3752.7,0.05,7130.13,7130.13,0,0.0,10,completed,
7878,4372,8193,960,165,20250622,6,2,199,4,108.69,0.05,413.02,413.02,1,413.02,10,completed,Damaged product
7879,4373,8194,213,178,20250605,11,15,78,2,12942.72,0.15,22002.62,22002.62,0,0.0,4,completed,
7880,4373,8195,213,257,20250605,11,15,78,3,4097.9,0.0,12293.7,12293.7,0,0.0,4,completed,
7881,4373,8196,213,36,20250605,11,15,78,4,3582.73,0.0,14330.92,14330.92,0,0.0,4,completed,
7882,4374,8197,337,261,20260805,12,2,290,1,240.36,0.05,228.34,228.34,0,0.0,4,completed,
7883,4375,8198,62,38,20260328,11,6,97,4,271.89,0.03,1054.93,1054.93,0,0.0,10,completed,
7884,4375,8200,62,237,20260328,11,6,97,4,109.59,0.0,438.36,438.36,0,0.0,10,completed,
7885,4375,8201,62,239,20260328,11,6,97,3,67.32,0.0,201.96,201.96,0,0.0,10,completed,
7886,4376,8202,567,101,20251107,7,15,151,5,1154.02,0.2,4616.08,4616.08,0,0.0,34,pending,
7887,4376,8203,567,37,20251107,7,15,151,3,312.12,0.15,795.91,795.91,0,0.0,34,pending,
7888,4377,8204,635,66,20251022,20,15,67,5,15212.35,0.15,64652.49,64652.49,0,0.0,3,pending,
7889,4378,8205,148,202,20250812,3,2,44,3,2188.73,0.2,5252.95,5252.95,0,0.0,123,completed,
7890,4379,8206,299,4,20250714,3,15,147,4,2496.85,0.2,7989.92,7989.92,0,0.0,4,completed,
7891,4380,8207,623,36,20250920,3,14,109,1,3524.23,0.05,3348.02,1114.7,0,0.0,2,completed,
7892,4381,8208,958,114,20260120,10,2,116,5,13492.21,0.03,65437.22,65437.22,0,0.0,6,completed,
7893,4382,8209,624,65,20251219,6,15,112,5,9480.42,0.2,37921.68,37921.68,0,0.0,9,completed,
7894,4382,8210,624,211,20251219,6,15,112,4,804.99,0.03,3123.36,3123.36,0,0.0,9,completed,
7895,4383,8211,675,219,20250807,10,5,245,2,133.75,0.05,254.12,0.0,0,0.0,8,cancelled,
7896,4384,8212,904,235,20260505,19,12,207,3,191.1,0.1,515.97,0.0,0,0.0,,cancelled,
7897,4384,8213,904,265,20260505,19,12,207,5,842.74,0.05,4003.01,0.0,0,0.0,,cancelled,
7898,4385,8214,991,298,20250529,4,15,148,5,312.3,0.15,1327.27,1327.27,0,0.0,6,completed,
7899,4386,8215,15,291,20250214,9,10,153,3,2153.43,0.1,5814.26,5814.26,0,0.0,6,completed,
7900,4386,8217,15,276,20250214,9,10,153,2,4452.29,0.1,8014.12,8014.12,0,0.0,6,completed,
7901,4387,8218,343,52,20260420,9,2,153,2,1349.62,0.03,2618.26,2618.26,0,0.0,5,returned,
7902,4388,8219,422,146,20250311,12,15,156,3,17762.16,0.03,51687.89,0.0,0,0.0,240,cancelled,
7903,4388,8220,422,63,20250311,12,15,156,5,1358.0,0.2,5432.0,0.0,0,0.0,240,cancelled,
7904,4389,8221,534,45,20251225,7,10,74,4,200.33,0.03,777.28,777.28,0,0.0,10,completed,
7905,4389,8222,534,209,20251225,7,10,74,1,7440.44,0.15,6324.37,6324.37,0,0.0,10,completed,
7906,4390,8223,301,17,20260202,4,6,33,2,7576.33,0.1,13637.39,13637.39,0,0.0,4,completed,
7907,4390,8224,301,161,20260202,4,6,33,1,5450.8,0.05,5178.26,5178.26,0,0.0,4,completed,
7908,4391,8225,389,131,20251108,10,6,77,4,1071.53,0.0,4286.12,4286.12,0,0.0,4,completed,
7909,4392,8226,407,216,20250728,2,15,88,1,1729.58,0.03,1677.69,0.0,0,0.0,7,cancelled,
7910,4392,8227,407,225,20250728,2,15,88,5,6515.4,0.1,29319.3,0.0,0,0.0,7,cancelled,
7911,4392,8228,407,174,20250728,2,15,88,4,119.4,0.2,382.08,0.0,0,0.0,7,cancelled,
7912,4393,8229,831,8,20251212,11,10,23,5,419.26,0.2,1677.04,1677.04,0,0.0,8,completed,
7913,4394,8230,884,185,20251114,11,2,78,1,634.88,0.03,615.83,615.83,0,0.0,5,completed,
7914,4395,8231,910,292,20250912,5,15,198,4,1276.17,0.05,4849.45,0.0,1,4849.45,,cancelled,Customer changed mind
7915,4396,8232,527,20,20250702,14,2,140,3,3383.96,0.1,9136.69,9136.69,0,0.0,123,completed,
7916,4396,8233,527,210,20250702,14,2,140,2,16908.04,0.15,28743.67,28743.67,0,0.0,123,completed,
7917,4396,8234,527,81,20250702,14,2,140,3,8765.08,0.1,23665.72,23665.72,0,0.0,123,completed,
7918,4397,8235,895,181,20251112,3,2,109,2,515.05,0.03,999.2,999.2,0,0.0,9,completed,
7919,4397,8236,895,297,20251112,3,2,109,4,190.88,0.05,725.34,725.34,0,0.0,9,completed,
7920,4398,8237,809,262,20260302,12,2,175,1,750.46,0.03,727.95,727.95,0,0.0,9,completed,
7921,4399,8238,641,88,20260317,1,10,107,1,785.8,0.2,628.64,628.64,0,0.0,3,pending,
7922,4399,8239,641,67,20260317,1,10,107,5,1598.47,0.0,7992.35,7992.35,0,0.0,3,pending,
7923,4400,8240,875,85,20250317,11,12,217,3,996.84,0.1,2691.47,0.0,0,0.0,,cancelled,
7924,4400,8241,875,168,20250317,11,12,217,4,1139.57,0.2,3646.62,0.0,0,0.0,,cancelled,
7925,4400,8242,875,201,20250317,11,12,217,3,314.62,0.15,802.28,0.0,0,0.0,,cancelled,
7926,4401,8243,44,35,20250719,11,2,217,2,570.1,0.03,1105.99,1105.99,1,1105.99,5,completed,Quality issue
7927,4402,8244,179,262,20250814,6,3,73,2,777.38,0.15,1321.55,0.0,0,0.0,6,returned,
7928,4403,8245,847,61,20250513,3,15,70,4,109.17,0.03,423.58,423.58,0,0.0,9,completed,
7929,4403,8246,847,292,20250513,3,15,70,3,1359.15,0.05,3873.58,3873.58,0,0.0,9,completed,
7930,4404,8247,112,148,20260302,6,8,183,5,938.26,0.0,4691.3,0.0,0,0.0,,cancelled,
7931,4404,8248,112,235,20260302,6,8,183,2,202.73,0.1,364.91,0.0,0,0.0,,cancelled,
7932,4404,8249,112,297,20260302,6,8,183,3,184.14,0.03,535.85,0.0,0,0.0,,cancelled,
7933,4405,8250,167,300,20260126,12,9,247,2,76.48,0.0,152.96,0.0,0,0.0,35,completed,
7934,4405,8251,167,180,20260126,12,9,247,4,3609.41,0.03,14004.51,0.0,0,0.0,35,completed,
7935,4405,8252,167,77,20260126,12,9,247,2,69.69,0.0,139.38,0.0,0,0.0,35,completed,
